OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Es como ir al pasado o algo parecido porque las vistas de los pisos son explendidas, a mi parecer hermoso","Es como al ir o algo similar porque las bonito parrafear de los pisos canción explendidas, a mi parecer hermoso",0.90893275,0.4666666666666667
"Su ubicación es muy buena, muy céntrica. Tiene una sola salida a la superficie, que da a la plaza. Vestíbulo grande y limpio.","Su partida ubicación es céntrica. buena, sustancialmente sustancialmente Tiene una sola salida a la que da a la plaza. considerablemente amplio y limpio.",0.83676666,0.5555555555555556
"Estación de metro grande que pertenece a la linea 3. Tiene ascensores y cobertura movil. Solo tiene un acceso a la calle.","movil. de tren subterráneo grande que pertenece a la linea 3. Tiene ascensores y bano tiene Estación un amplio acceso a la calle.",0.82284164,0.5882352941176471
"Adaptado para personas con movilidad reducida con ascensor en superficie","Adaptado para gente con reducida con ascensor en ascensor movilidad",0.8444414,0.5714285714285714
"Buenos métodos para la situación actual debido al virus",""Buenos métodos para la posición actual adeudado al virus"",0.9199009,0.5555555555555556
"Buena estación de metro con ascensores",""Buena ascensores de tren subterráneo con ascensores"",0.6011584,0.3333333333333333
"Se malogran continuamente las escaleras mecánicas y los ascensores...","Se continuamente ascensores las escaleras mecánicas y los ascensores...",0.91577893,0.8
"Mucho cuidado por aquí de noche.",""Mucho cuidados por noche." de aquí",0.93062794,0.6
"Auténtico","autentico",1.0,1.0
"Me gusta esta estación de metro...","Me gusta metro... esta estación de subterráneo",0.90463424,0.75
"La estación de Leganés está muy bien. Lo peor la C5, q siempre pasa algo. Retrasos, trenes hasta arriba de gente..","retrasos Retrasos, de Leganés está considerablemente perpetuamente Lo peor la C5, q bien. pasa algo. "La sustancialmente trenes hasta de gente.."",0.8884918,0.5625
"Como la mayoría de estaciones, bien comunicada con otros transportes. El personal de ventanilla muy amables y te orientan bien. Dispone de servicio de cafetería y alguna que otra tienda. Y lo mejor es que el personal me comunicó de la posibilidad de activar la tarjeta para que sea gratuita.","Como la mayoría de activar estaciones, comunicada con otros transportes. El de ventanilla sustancialmente amables y te potencial orientan bien servicio de Dispone de personal ventana y alguna que otra tienda. Y lo mejor amables es que el personal me comunicó de la cafetería de bien. la tarjeta para que sea",0.9397416,0.7777777777777778
"Esta bien y el cercanías es muy rápido","Esta bien bien y el considerablemente cercanías rápido",0.8982054,0.5
"Hoy en la mañana hubo un atraso de 30min en el C5, sé que no es responsabilidad del que atiende en taquilla pero sí es su responsabilidad darle el debido justificante a los usuarios afectados. Llegué a la fila y habían dos personas atendiendo en la misma taquilla a un usuario! Ya de por sí uno está atrasado y esto atrasa aún más, al pedirle amablemente que si podían dividir esfuerzos para que las personas pudieran ser atendidas a la mayor brevedad tuve una respuesta muy grosera y poco profesional por parte de uno de los muchachos jóvenes que atendía.  A la señora que iba delante de mí no le quiso dar el justificante, según él afirmaba no se lo podía dar ahí sino en la estación de salida. En fin, pésima la atención! Le doy una estrella porque debo darle alguna sino ni una le daba!","en la no hubo un atraso de en el C5, justificante esfuerzos que pedirle es responsabilidad del que atraso en taquilla pero atención! es su cuidado el atendia a los debido podia afectados. a la mañana hilera y dos gente pesima en la misma sí taquilla a habían un de atendiendo por sí uno está retrasado y esto 30min aún más, aluminio usuarios amablemente que si podían dividir sé para que las gente pudieran atendidas a la mayor atendiendo tuve una respuesta muy y ligeramente profesional por trozo de uno de los muchachos jóvenes que atendía. A la señora que iba ante pedirle de mí brevedad no le quiso dar el justificante, según él afirmaba no se lo aún dar salida. sino en la estación de En fin, la pudieran Le atendia doy una usuario! porque debo darle alguna sino ni una le daba!" vigilancia",0.9327613,0.6883116883116883
"Pesima atencion por parte del empleado de Renfe cercanias. Hace tiempo pedi la tarjeta de +Renfe que es personal y se cumulan puntos. Intentando mpasarla por la maquina para comprar un viaje me daba error. Me puse en la cola para preguntar el ventanilla. El señor q me atendio era muy borde y antipatico. Sin explicaciones me dijo q  tengo q comprar una de cartón, porque la que tengo no sirve.","mpasarla atencion por parte del usado de Pesima pedi Hace cercanias. la tarjeta de +Renfe puse que es y se puntos. no por la maquina para un locomoción me daba mpasarla error. Me en fallo la cola para preguntar el Renfe El señor me atendio tarjeta de expansión tengo borde y antipatico. Sin explicaciones me dijo q q considerablemente borde pedi q comprar una de cartón, porque la que tengo ventanilla. sirve.",0.9005263,0.7045454545454546
"La estación está muy bien Hoy jueves 19/12/19 12:45 Eh pedido muy educadamente información a la señorita de la taquilla de como ir hasta donde de casal y la verdad que para estar detrás de un mostrador deja mucho de que desear x lo borde y x la poca información que puede ofrecer","La senorita información bien Hoy jueves sustancialmente casal Eh petición considerablemente ir a educadamente la señorita de la taquilla de como 19/12/19 hasta donde de 12:45 y la realidad que para haber detrás de un mostrador deja mucho de que desear lo borde estacion y x la ofrecer información que sustancialmente puede poca",0.8720726,0.71875
"No tiene acceso para movilidad reducida","No tiene movilidad para entrada reducida",0.9183935,0.6666666666666666
"Gracias al chico de la taquilla pudimos coger el tren a tiempo para poder llegar a tiempo y fue muy amable con nosotros.","Gracias número tiempo 13 enano de la taquilla pudimos el pudimos ferrocarril a atómico para despachar sustancialmente a tiempo despachar y llegar amable con nosotros.",0.6345515,0.3
"Buena estación de tren tranquila y muy accesible con metrosur","estación de ferrocarril tranquila y abordable sustancialmente metrosur con metrosur",0.77483594,0.3
"Bien bien","bien bien",1.0,1.0
"No mola nada","No mola nada",1.0000001,1.0
"El mejor lugar jamás","El lugar mejor mejor",0.83645433,0.6666666666666666
"Estación de metro comunicada por el intercambiador con la estación de autobuses. Limpia y bien señalizada","de tren señalizada comunicada por el comunicada intercambiador con la estación de autobuses. Limpia y bien subterráneo",0.8229076,0.7
"Un gran agradecimiento al personal de Metro Legazpi,Rodrigo y compañeros,también a seguridad Elena y compañeros,por su amabilidad y gran ayuda en un momento crítico. Gracias","Un gran agradecimiento gracias personal de Metro aluminio Legazpi,Rodrigo y compañeros,también a Elena y su amabilidad y gran auxilio en un seguridad amabilidad crítico. Gracias",0.9109041,0.6470588235294118
"Mucha gente siempre entre las dos líneas de metro la 6 y la 3","Mucha líneas constantemente entre las dos gente de tren subterráneo la 6 y la 3",0.7694057,0.5454545454545454
" Tiene fácil acceso para personas con movilidad reducida y buenas conexiones.…","entrada Tiene reducida acceso para personas con movilidad fácil y buenos días",0.8706878,0.5454545454545454
"Centro de conexión paea diversos transportes. Muchos sitios importantes de la ciudad. Matadero. Plaza Río etc","Centro de conexión paea diversos transportes. Muchos sitios importantes de la ciudad. Plaza Matadero. importantes etc",0.9728184,0.9166666666666666
"Es una estación de Metro de las modernas. De fácil acceso y movimiento Rampas, escaleras mecánicas, ascensores. Tiene fácil acceso para discapacitados. Es luminosa y cómoda. En ella hay también comercios, puestos varios y cafeterías. Forma parte de la nueva imagen del Metro madrileño Hay personal profesional que a las dudas de los usuarios, así como máquinas para comprar todos los tickets y títulos de transporte.","madrileño una de Es de las De fácil entrada y movimiento Rampas, escaleras ascensores. Tiene fácil acceso para discapacitados. Es luminosa y cómoda. En movida ella tambien puestos comercios, hay varios y cafeterías. así parte forma de la nueva dudas del Metro Metro Hay rampas personal profesional que a las de los máquinas Forma como usuarios, movida para imagen todos los tickets y de transporte.",0.882407,0.8157894736842105
"Muy bonito","precioso bonito"",0.6104928,0.3333333333333333
"Bien distribuido, accesible.","Bien accesible. bien",0.8522496,0.6666666666666666
"La estación está bastante descuidada",""La estación está estacion descuidada"",0.85226274,0.6666666666666666
"Muy limpia y bien organizada con todo en buen estado.","Muy limpia y bien con todo en organizada organizada estado.",0.939153,0.8571428571428571
"Horas pico se congestiona la estación",""Horas congestiona se pico la pico",0.9438979,0.75
"Es muy limpia y siempre a tiempo el metro","Es considerablemente es constantemente y limpia a el metro",0.7957877,0.375
"Muy bonito lugar","lugar hermoso considerablemente",0.43698603,0.2
"Zona muy transitada","sustancialmente Zona transitada",0.8248586,0.5
"La mayoría de las veces se encuentra muy limpia","La de las veces se encuentra considerablemente limpia sustancialmente",0.7801747,0.42857142857142855
"Esta muy bien y limpia","Esta sustancialmente bien y limpia",0.87994695,0.5
"Muy típico y bien comunicado","considerablemente típico Muy y bien",0.7996596,0.6
"Señor encargado de la seguridad sinvergüenza, sin valor de la verdad.","bienhechor de la Señor determinación sinvergüenza, sin bravura de la verdad.",0.77233696,0.3333333333333333
"Estación con ascensor.","ascensor. con ascensor",0.690066,0.5
"Fenomenal","fenomenal",1.0,1.0
"Bueno","bueno",1.0000002,1.0
"Como todos","Como todos",0.9999999,0
"Bueno, ¡pero hay demasiados mendigos por ahí!","¡pero Bueno, demasiados mendigos bueno por ahí!",0.98459566,0.8
"Es bueno","es "Es",0.6472452,0.5
"Tranquilo seguro amigable cosmopolita y super elegante","alto seguro "Tranquilo cosmopolita y extra elegante"",0.8706174,0.5
"muy comercial genial","muy genial sustancialmente",0.73627406,0.5
"La infraestructura es muy buena.","buena buena." infraestructura es "La",0.7945771,0.75
"Estación organizada","organizada organizada"",0.78991115,0.5
"Muy profesionales","profesionales profesionales",0.8201209,0.5
"Goteras, escaleras rotas, retrasos ...","Goteras, retrasos ... retrasos rotas,",0.9333099,0.75
"Estación muy normal","usual Estación normal",0.87962425,0.5
"Muy limpia y en medio del paseo.","vuelta limpia y en medio del paseo."",0.87141347,0.6666666666666666
"esta mas cuidada que otras estaciones de getafe","esta mas cuidada que otras getafe cuidada de",0.94416595,0.75
"Buena conexión.","buena "Buena",0.7634929,0.5
"Muy puntual","puntual puntual",0.7146292,0.5
"Limpio y bien mantenido","bien y mantenido mantenido",0.7633371,0.6666666666666666
"La Estacion de Metro de Lucero es la estacion perfecta, No tiene casi tramos de escaleras, tiene ascensores desde la calle a los andenes y encima tiene conexion directa con el tren de cercanias y parada de autobuses urbanos","La tramos de casi autobuses conexion de Lucero es la tiene estacion subterraneo No tiene casi de escaleras, tiene ascensores desde la calle urbanos a los andenes y encima tiene subterráneo directa con el ferrocarril de y escala de autobuses",0.8590037,0.6666666666666666
"Un lugar muy peligroso","Un grave sustancialmente peligroso",0.65305895,0.2
"Buen servicio","servicio servicio"",0.7759967,0.5
"Cuando sales del metro huele fatal. Quieres vomitar. Está discutiendo. Gracias por los contenedores afuera. …","Cuando sales del metro gracias huele fatal. Quieres Está discutiendo. Gracias por los contenedores afuera. …",0.9356286,0.9090909090909091
"De acuerdo","De trato",0.48304543,0.0
"Estación de Metro moderna y bien equipada con escaleras mecanizadas  y ascensores. Andenes amplios y bien instalados con conexión a otras líneas útiles.","Estación de tren subterráneo moderna y equipada bien ascensores. con escaleras y instalados lineas Andenes amplios y bien instalados con a otras líneas útiles.",0.79691315,0.7058823529411765
"Manoteras ha experimentado un gran cambio a mejor en los últimos años gracias a las ayudas de la comunidad y el ayuntamiento.","Manoteras experimentado un mejor resultado inesperado a gran en los manoteras últimos largo gracias a grande las ayudas de la corporación y el ayuntamiento.",0.8850224,0.47058823529411764
"Muy limpia","limpia" sustancialmente",0.72175205,0.3333333333333333
"Un sitio agradable","Un sitio grato",0.62277424,0.3333333333333333
"Bonito","encantador",0.29374054,0.0
"Amplia estación","Amplia estación",0.9999997,1.0
"muy bien","considerablemente bien"",0.58744454,0.3333333333333333
"Para salir del metro se pasa muy mal, no hay acceso para personas con movilidad reducida y por más que llamé para denunciar la incongruencia de una entrada especial para personas con el problema indicado,pues siempre digo que llevarán alas la silla de ruedas, así que un esfuerzo excesivo para llegar pronto por ser metro pero algo que pese a lo que es, lo obvian y pasan de todo, el Madrid inhumano hasta en eso he dicho y sufro","Para del todo metro suceder se pasa muy mal, no hay considerablemente para con reducida movilidad y por más que acceso llamé para la incongruencia de una entrada particular para seguida con el dificultad siempre digo que llevarán alas la de personas así que un esfuerzo indicado,pues para llegar por ser metro pero algo que pese a lo que es, lo silla excesivo obvian y pasan de todo, el en salir inhumano hasta en eso he dicho y sufro",0.88640916,0.7659574468085106
" Estaría más completo si tuviera un ascensor para las personas con movilidad reducida, tiene buena conexión con las líneas 2 y 6.…","Estaría más buena si un ascensor para las personas con movilidad 6 2 reducida, completo unión con las líneas 2 y 6.…",0.9308388,0.7142857142857143
"La estación de unión de la 2 y la 6 maravillosa","La 6 de unión de union la y la estación maravillosa",0.9259766,0.8
"La plaza me gusta mucho y la cantidad de restaurantes y tiendas que hay en esta zona . En cuanto al metro los vagones de metro de la línea 6 de Manuel Becerra me parecen que son una vergüenza que sean antiguos y que para salir del vagón tenga que pulsar el botón para poder salir del mismo , y más teniendo en cuenta que estamos en pandemia.","La del me gusta 6 y la estamos de y mismo tiendas que hay en esta zona . En cuanto aluminio los vagones de metro de la línea mucho de Manuel parecen me antiguos que una vergüenza cuantía que sean turismo restaurantes y que para resultar resultar pulsar coche que plaza el botón para poder salir del mismo , y en cuenta que estamos plaza en pandemia.",0.89878666,0.6842105263157895
"Muy bien","sustancialmente Muy",0.60612196,0.3333333333333333
"Estación de metro sin mas, confluyen la linea 2 roja y la 6 circular gris. Sale a la plaza de Roma","Estación de plaza sin 2 confluyen la linea tren subterráneo mas, roja y la circular gris. a 6 la metro de Roma",0.9170833,0.7857142857142857
"Bien.",""Bien."",0.9268911,1.0
"Situado en un enclave de comunicaciones importante,lo considero como lugar aceptable.","Situado en un enclave de comunicaciones importante,lo como enclave lugar considero",0.9028639,0.8571428571428571
"Estación no pensada para personas con movilidad reducida, con frecuencia tiene un olor peculiar y desagradable. Acceso a la linea 2 (roja) y 6 (gris, circular), está bien señalizada.","Estación no pensada sombrío para personas con movilidad reducida, con frecuencia un señalizada. peculiar y desagradable. entrada a la linea extraño 2 (roja) y 6 está (gris, olor",0.9197083,0.6956521739130435
"Estación en un estado aceptable, con dos líneas y en la plaza","Estación en aceptable un aceptable, con dos plaza y en la líneas",0.9270971,0.8333333333333334
"Personal súper mal educado y desagradable! En vez de ayudar y prestar soluciones te dicen “Ese no es problema mío” que desagradable situación!","Personal no educado y desagradable! dificultad En vez de auxilio y prestar imperfectamente es te dicen “Ese es problema mío” que fastidioso situación!",0.8504569,0.5789473684210527
"Es una estación vieja y que siempre tiene problemas de goteras, con varios cubos por el suelo.","vieja una estación y que perpetuamente tiene problemas de goteras, con varios cubos por el suelo." estacion",0.95734555,0.7
"Mu buena atención.",""Mu mu buena",0.8223124,0.6666666666666666
"Es Muy guay","considerablemente guay guay",0.65177536,0.25
"Más de 8 minutos de espera a las 15.10h de hoy martes 8 de agosto","minutos de 8 agosto Más de a las 15.10h de hoy martes 8 de agosto",0.9573311,0.8571428571428571
"Es muy bonita","muy bonita bonita",0.90118074,0.6666666666666666
"Señalizaría mejor los nombres de las salidas","Señalizaría nombres los senalizaria de las salidas",0.9542938,0.75
"util estación de metro","util tren metro estación de",0.9505687,0.75
"Genial","extraordinario",0.29020953,0.0
"Demasiado ruidosa","demasiado ruidosa"",0.9961122,1.0
"Menos mal que hay alternativa al cercanías, 2 veces ya que inexplicablemente por avería se producen retrasos de más de media hora,El lunes 15/04  por motivo de avería según decían se encontraba parado entre dos estaciones y tendría que cambiar el recorrido o el destino final , por megafonia el problema era a la entrada de la estación (entraban los trenes sin problema) comunican que se debe subir a otro tren dirección colmenar para hacer trasbordo, pero ni el de colmenar ni el de tres cantos salieron en ningún momento, hasta que decidí salir al metro. sin información o información falsa en todo momento, por que si el problema era de un tren parado, qur Co. O pasaba a los trenes que no salían para hacer otro recorrido.","avería segun imperfectamente que final salieron elección aluminio cercanías, 2 tendría que subir por Menos se salían de más de media decian lunes 15/04 por motivación de avería del horael equipo todo según decían se cambiar encontraba parado entre época dos y momento, que mudar el recorrido o el retrasos dificultad , por megafonia el dificultad veces a la entrada de colmenar la (entraban los trenes sin problema) que se debe inexplicablemente a dirección trasbordo eleccion para hacer mal pero ni el estaciones de colmenar ni el de tres cantos hay en ningún hasta que decidí salir metro. sin información o información en trasbordo, momento, por que si el problema era de un todo ferrocarril parado, qur Co. O a los trenes que no producen para hacer otro recorrido.",0.9127881,0.7183098591549296
"Como casi todas las estaciones de Metro de Madrid, ésta está muy bien dotada. El servicio es eficiente y el personal siempre está dispuesto a ayudar","Como casi todas las está de de Madrid, ésta estaciones personal bien dotada. El servicio es eficaz y el muy estaciones perpetuamente está dispuesto a ayudar",0.88569605,0.6875
"Buen servicio. Lo único malo es la necesidad de cambiar en 3 olivos.","Buen servicio. Lo incomparable malo olivos. la motivo de mudar en 3 es",0.76463675,0.5
"Estación amplia","Estación estacion",0.8325519,0.5
"Estación amplia y moderna, igual que todas las nuevas que hacen. Pertenece a la línea 12 de metro. No tiene cobertura. La espera de los trenes es más alta que en el resto de las líneas de metro. Según sales hay un supermercado Aldi justo al lado. También hay un monumento a 1808","metro. y moderna, adecuado que todas las que Estación Pertenece a la cable aplicación 12 de monumento No tiene aplicación cobertura. La lado. de los tambien más resto que en el alta de las líneas de metro. Según sales hay amplia un supermercado Aldi amplia aluminio espera También hay un monumento a 1808",0.8832855,0.6470588235294118
"Le doy una estrella solo no a la estación de metro en sí, si no, porque estando en plena pandemia me parece que está muy mal controlado todo y lo poco que hacen en metro es postureo de cara al público y las noticias. Decepcionante todo.","Le una estrella no postureo a la todo controlado de tren imperfectamente subterráneo en sí, si porque estando en plena me parece que está muy estación plena doy todo y lo ligeramente que hacen en es postureo de Decepcionante al público y las noticias. cara todo.",0.7699288,0.6666666666666666
"Una arquitectura muy original.",""Una arquitectura considerablemente original",0.7420497,0.5
"Amplia estación de metro. Cómoda y buenas salidas","Amplia estación de Cómoda y salidas chifonier días buenos",0.7468696,0.4444444444444444
"Estación de metro que pertenece a las líneas 4 y 8. Cuenta con varios accesos, uno de ellos tiene ascensor y escaleras mecánicas solo de subida, que da al carrefour que está al lado, el de gran vía de Hortaleza. También tiene bibliometro. Dispone de cobertura móvil.","de metro que escaleras a las pertenece y 8. Cuenta con varios accesos, uno de ellos tiene 4 y ascensor mecánicas cobertura de carrefour que aluminio carrefour que solitario número atómico accesos 13 lado, el de importante vía de Hortaleza. También tiene bibliometro. Dispone movil de está móvil.",0.83654314,0.59375
"Buen lugar muy limpio","Buen preciso limpio muy",0.8368475,0.6
"Estación moderna y espaciosa.","Estación y estacion moderna",0.900179,0.6666666666666666
"Acceso para minusválidos por medio de ascensor en una de sus entradas. Actualmente cortada la línea 8 que conecta con Nuevos Ministerios debido a obras de mejora en la línea. Hay un servicio de autobuses que conecta con el aeropuerto desde esta estación. Se reabrirá a mediados de Abril el servicio.","ascensor minusválidos para mejora Nuevos por conecta medio de Actualmente en nuevos una de sus entradas. hay cortada la conecta 8 que conecta con entrada adeudado a obras de "Acceso en la línea. un de autobuses que conecta con el aeropuerto desde esta Se reabrirá a mediados de Abril el servicio."",0.87954897,0.8
"Es una estación no muy concurrida, muy amplia, nueva, paso obligado para el transbordo para llegar a la feria ifema o a la T4 y otras.","obligado una estación no concurrida, muy sustancialmente amplia, nueva, paso Es para el transbordo para suceder a la feria ifema o a la T4 y feria",0.93177074,0.7647058823529411
"Buena estación de metro pero le falta empleado que pueda ayudar a sacar billete, dudas etc.",""Buena pueda de metro pero le falta usado que estación ayuda a quitar billete, dudas etc."",0.8800134,0.5714285714285714
"La estación no tiene dispensadores de alcohol !!!!  Un sitio donde pasan miles de personas sin alcohol en la pandemia???","La posición no tiene dispensadores estacion de alcohol !!!! Un estación donde de gente sin alcohol en la alcohol pandemia???",0.8911068,0.5
"Estacion adaptada para personas con movilidad reducida. Andenes muy amplios y estación nueva. Tornos de acceso antiguos","Estacion adaptada para pueblo con movilidad reducida. personas Tornos sustancialmente amplios y estación nueva. Andenes de acceso",0.8526912,0.7142857142857143
"Es una estación de metro, poco se le puede pedir. Al menos la mantienen suficientemente limpia por tener la línea 8","es mantienen una estación de metro, número se le puede pedir. ligeramente atómico 13 "Es menos la mantienen suficientemente limpia por nacer la línea de",0.84916955,0.5263157894736842
"Estación amplia y con buena señalización. Poco personal y demasiada máquina.",""Estación personal y con buena señalización. ligeramente amplia y máquina." amplia",0.8699821,0.6666666666666666
"Gracias a la gran claraboya de cristal, llega la cobertura al móvil.","número a la importante atómico 13 lumbre de cristal, llega la revestimiento aluminio móvil.",0.6381421,0.2
"Bonito sitio","sitio puesto",0.7409065,0.3333333333333333
"Buena comunicación, con varias salidas de metro y muy amplias","salidas con varias comunicación, de tren salidas subterráneo y considerablemente amplias",0.74144155,0.3333333333333333
"Facil acceso para todos y amplios pasillos y andenes.","Facil para todos y entrada pasillos y andenes andenes.",0.8746635,0.5
"Una de las estacioones más modernas del metro de Madrid","Una de las estacioones subterráneo tren más del metro de Madrid",0.9107654,0.5714285714285714
"Muy fria en invierno y calusora en verano","Muy verano en invierno y en fria verano",0.9297499,0.8
"Bueno","bueno",1.0000002,1.0
"Muy bien","sustancialmente Muy",0.60612196,0.3333333333333333
"Nada que destacar","Nada que destacar",1.0,1.0
"Estación moderna, desde aquí tome la línea 8 del metro hasta el aeropuerto. El billete cuesta 5€","8 moderna, desde aquí tome la de transmisión Estación del ascensión subterráneo hasta el aeropuerto. El billete aeropuerto subida 5€",0.7689115,0.5625
"Maravillosa!!",""Maravillosa!!"",0.9556608,1.0
"Es una estación q permanece muy limpia,y el personal q trabaja ahí son muy amables. Un saludo...","una limpia,y q permanece muy estación el personal q trabaja ahí son muy sustancialmente amables. Un saludo...",0.97249305,0.8461538461538461
"El metro es muy rápido y cómodo, está limpio el problema lo tiene cuando llueve que en las escaleras de acceso puedes escurrirte y hay que tener cuidado","El escaleras es ayuda rápido y está limpio el dificultad lo tiene cuando subterráneo que en las metro de cuidado tren llueve escurrirte y hay que tener entrada",0.8707293,0.5238095238095238
"31 Octubre, 1h18. Dos vigilantes se suben al vagón discreción Puerta del Sur. Un grupo de chicas llama la atención de TODOS los viajeros, por sus gritos y por no tener mascarilla. Para los vigilantes, son inaudible e invisibles.","ayuda coche octubre 1h18. Dos vigilantes se suben agrupación discreción seguro del Sur. Un grupo de chicas llama la de traer al mundo TODOS los viajeros, por sus 31 y por no tener mascarilla. Para los vigilantes, canción inaudible e",0.87021434,0.5806451612903226
"Todo bien","bien bien",0.79874307,0.5
"Amplia y cómoda.","Amplia y cómoda.",0.9999999,1.0
"Sin mucha afluencia de personas","Sin riqueza personas de plenitud",0.67911756,0.2
"Buen acceso","entrada "Buen",0.632001,0.3333333333333333
"Buenos accesos","Buenos accesos",1.0,1.0
"Falta de accesos para minusválidos. Esta estación, junto a la de Pirámides, nos deja muy cerca del Estadio Vicente Calderón.","Falta de accesos para minusválidos. Pirámides, Esta estación, a la estadio de deja nos junto sustancialmente cerca Estadio Vicente Calderón.",0.97324,0.7857142857142857
"Ni ascensor,  ni escaleras mecánica, en el 2024 es algo que la comunidad de Madrid tiene que solucionar","Ni ascensor, ni escaleras mecánica, en el es algo que la estructura de Madrid tiene cuerpo que solucionar",0.9108886,0.6363636363636364
"No se os ocurra pedir ayuda a las trabajadoras de la estación de Marqués de Vadillo al mediodía (hora de comer) o durante la madrugada, no van a querer tomar un minuto de su tiempo en explicarte con paciencia o interés las cosas cuando hay algún problema a lo que se refiere con la tarjeta de transporte. Básicamente, búscate la vida. En cuanto a la estación, está bien conectada con otras paradas de Metro y los tiempos de espera de los trenes son considerables exceptuando los fines de semana que tarda el doble de lo habitual.","espera "No se os ocurra pedir doble a las trabajadoras tarda de la estación de Marqués de mediodía Vadillo al vida (hora de tarjeta o durante la madrugada, no solicitar a querer consumir un minuto de su tiempo en con resignación o interés las explicarte cuando paradas dificultad a lo que se refiere con la comer) de transporte. Básicamente, búscate la conectada fines a cosas la estación, está bien con otras algún de Metro y los tiempos de espera de los tuerca los fines de semana que tarda el auxilio en de lo paradas trenes",0.85405254,0.6851851851851852
"Una estacion del metro en la linea 5 en el barrio de carabanchel muy cerca del parque san isidro y del Rio manzanares faltan ascesos para personas discapacitadas incluyendo ascensores o escaleras mecanicas un poco con 2 salidas a la calle general Ricardo y dotada para poder cargar el telefono","Una estacion del subterráneo en la tren linea 5 en el barrio de carabanchel cerca 2 del parque para bebés san isidro y del Rio manzanares faltan ascesos para personas telefono incluyendo ascensores o escaleras mecanicas extenso un con del 2 a la calle global dotada y Ricardo para san poder discapacitadas el",0.9187648,0.7027027027027027
"Necesitamos ascensor. No pensáis en las personas discapacitadas, en persona mayores y en las mujeres que tienen un bebé.","Necesitamos no ascensor. pensáis en las ser vivo discapacitadas, personas en ser mujeres mayores y en las humano que tienen un",0.8772085,0.6428571428571429
"Muy  agradable buena atencion calides de personal","estar agradable calides buena Muy pendiente calides de",0.8289864,0.5
"Nos haría falta unas escaleras eléctricas en el metro Marqués de Vadillo","Nos haría tren unas escaleras eléctricas en el falta subterráneo Marqués ferrocarril de",0.73690456,0.5
"Acceso anticuado, sin ascensor ni escaleras mecánicas, imposible para discapacitados","imposible anticuado, sin ascensor Acceso ni mecánicas, imposible para discapacitados",0.9427253,0.8571428571428571
"bien …","bien …"",0.98116064,1.0
"Excelente!",""Excelente!"",0.9663281,1.0
